일시,광진구,동대문구,성동구,중랑구,sunday,mon_1,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
20220911,179248,134741,120151,103723,1,0,0,0,0,0,0,0,0,1,0,0,0
20220912,185094,144874,123730,101556,0,0,0,0,0,0,0,0,0,1,0,0,0
20220913,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220914,257489,210796,220252,165445,0,0,0,0,0,0,0,0,0,1,0,0,0
20220915,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220916,260941,211361,214083,161959,0,0,0,0,0,0,0,0,0,1,0,0,0
20220917,185104,149091,159955,120121,0,0,0,0,0,0,0,0,0,1,0,0,0
20220918,150545,112516,100506,83334,1,0,0,0,0,0,0,0,0,1,0,0,0
20220919,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220920,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,1,0,0,0
20220921,264041,219730,219042,166252,0,0,0,0,0,0,0,0,0,1,0,0,0
20220922,264041,220271,221846,168178,0,0,0,0,0,0,0,0,0,1,0,0,0
20220923,245239,195957,201196,152916,0,0,0,0,0,0,0,0,0,1,0,0,0
20220924,200483,152696,147590,114124,0,0,0,0,0,0,0,0,0,1,0,0,0
20220925,213013,167485,157741,119687,1,0,0,0,0,0,0,0,0,1,0,0,0
20220926,269350,222351,228605,168710,0,0,0,0,0,0,0,0,0,1,0,0,0
20220927,259510,211361,210022,161144,0,0,0,0,0,0,0,0,0,1,0,0,0
20220928,246671,195957,205256,153731,0,0,0,0,0,0,0,0,0,1,0,0,0
20220929,246671,195957,205256,153731,0,0,0,0,0,0,0,0,0,1,0,0,0
20220930,224508,187984,192208,148692,0,0,0,0,0,0,0,0,0,1,0,0,0
20221001,209309,169436,164679,129580,0,0,0,0,0,0,0,0,0,0,1,0,0
20221002,210193,161983,167809,125113,1,0,0,0,0,0,0,0,0,0,1,0,0
20221003,264041,219730,218542,166252,0,0,0,0,0,0,0,0,0,0,1,0,0
20221004,245239,195957,205256,153731,0,0,0,0,0,0,0,0,0,0,1,0,0
20221005,226893,187984,194480,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221006,226893,187984,194480,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221007,204142,170757,179900,137675,0,0,0,0,0,0,0,0,0,0,1,0,0
20221008,206040,179505,168861,133028,0,0,0,0,0,0,0,0,0,0,1,0,0
20221009,209517,161983,167578,125113,1,0,0,0,0,0,0,0,0,0,1,0,0
20221010,260754,211961,226968,169023,0,0,0,0,0,0,0,0,0,0,1,0,0
20221011,257489,211337,223056,167372,0,0,0,0,0,0,0,0,0,0,1,0,0
20221012,226893,187984,194480,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221013,225042,187984,192715,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221014,204142,170757,179900,137779,0,0,0,0,0,0,0,0,0,0,1,0,0
20221015,202827,156733,151441,115790,0,0,0,0,0,0,0,0,0,0,1,0,0
20221016,206861,160714,160250,122526,1,0,0,0,0,0,0,0,0,0,1,0,0
20221017,264041,219730,219042,166252,0,0,0,0,0,0,0,0,0,0,1,0,0
20221018,245239,195957,201196,152916,0,0,0,0,0,0,0,0,0,0,1,0,0
20221019,225042,187984,192715,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221020,245239,195957,205256,153731,0,0,0,0,0,0,0,0,0,0,1,0,0
20221021,204142,170757,179900,137779,0,0,0,0,0,0,0,0,0,0,1,0,0
20221022,211144,169130,160339,129580,0,0,0,0,0,0,0,0,0,0,1,0,0
20221023,199445,154993,153284,115327,1,0,0,0,0,0,0,0,0,0,1,0,0
20221024,264041,219730,219042,166252,0,0,0,0,0,0,0,0,0,0,1,0,0
20221025,245239,195957,205756,153731,0,0,0,0,0,0,0,0,0,0,1,0,0
20221026,226893,187984,194979,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221027,226893,187984,194480,148692,0,0,0,0,0,0,0,0,0,0,1,0,0
20221028,224508,186797,192208,146439,0,0,0,0,0,0,0,0,0,0,1,0,0
20221029,215006,165932,164290,122975,0,0,0,0,0,0,0,0,0,0,1,0,0
20221030,204584,157390,157451,121181,1,0,0,0,0,0,0,0,0,0,1,0,0
20221031,264041,219730,219042,166252,0,0,0,0,0,0,0,0,0,0,1,0,0
20221101,261756,213418,227706,169147,0,0,0,0,0,0,0,0,0,0,0,1,0
20221102,249771,204327,210215,158024,0,0,0,0,0,0,0,0,0,0,0,1,0
20221103,249771,204327,210215,158024,0,0,0,0,0,0,0,0,0,0,0,1,0
20221104,225042,186797,192715,146927,0,0,0,0,0,0,0,0,0,0,0,1,0
20221105,185038,151557,163449,122670,0,0,0,0,0,0,0,0,0,0,0,1,0
20221106,162613,120802,107281,86514,1,0,0,0,0,0,0,0,0,0,0,1,0
20221107,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,0,0,1,0
20221108,264041,220271,221846,168178,0,0,0,0,0,0,0,0,0,0,0,1,0
20221109,264041,219730,219042,166252,0,0,0,0,0,0,0,0,0,0,0,1,0
20221110,261756,213418,226197,167372,0,0,0,0,0,0,0,0,0,0,0,1,0
20221111,246671,195957,205756,153731,0,0,0,0,0,0,0,0,0,0,0,1,0
20221112,180057,147527,168205,124168,0,0,0,0,0,0,0,0,0,0,0,1,0
20221113,166243,120950,109434,88403,1,0,0,0,0,0,0,0,0,0,0,1,0
20221114,250092,207961,222277,165254,0,0,0,0,0,0,0,0,0,0,0,1,0
20221115,261756,213418,227437,169147,0,0,0,0,0,0,0,0,0,0,0,1,0
20221116,257489,211337,223056,167372,0,0,0,0,0,0,0,0,0,0,0,1,0
20221117,257489,210796,220252,165445,0,0,0,0,0,0,0,0,0,0,0,1,0
20221118,240542,188465,205954,151917,0,0,0,0,0,0,0,0,0,0,0,1,0
20221119,190336,154644,168205,124168,0,0,0,0,0,0,0,0,0,0,0,1,0
20221120,166243,120758,109434,88403,1,0,0,0,0,0,0,0,0,0,0,1,0
20221121,257489,211337,223056,167372,0,0,0,0,0,0,0,0,0,0,0,1,0
20221122,243642,197033,211425,159283,0,0,0,0,0,0,0,0,0,0,0,1,0
20221123,222195,180492,199237,147693,0,0,0,0,0,0,0,0,0,0,0,1,0
20221124,222195,180492,198738,147693,0,0,0,0,0,0,0,0,0,0,0,1,0
20221125,221661,180017,191326,145105,0,0,0,0,0,0,0,0,0,0,0,1,0
20221126,182466,146626,148738,114931,0,0,0,0,0,0,0,0,0,0,0,1,0
20221127,174579,138518,109523,94006,1,0,0,0,0,0,0,0,0,0,0,1,0
20221128,250915,209164,224877,165525,0,0,0,0,0,0,0,0,0,0,0,1,0
20221129,260754,211961,224898,167248,0,0,0,0,0,0,0,0,0,0,0,1,0
20221130,240542,188465,205954,151917,0,0,0,0,0,0,0,0,0,0,0,1,0
